,b_id,b_permit_type,b_category,b_action_type,b_work_type,b_value,b_issue_date,b_final_date,b_expiration_date,b_status,b_latitude,b_longitude
54277,6539649,Construction,MULTIFAMILY,NEW,Plan Review,817174.0,2017-07-19,,2019-01-19,Permit Issued,47.54752311,-122.3747817
54279,6425829,Construction,MULTIFAMILY,NEW,Plan Review,548862.0,2015-03-10,,2019-09-10,Permit Issued,47.54151016,-122.2709585
54282,6480369,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,372377.0,2015-10-20,2017-02-09,2017-04-20,Permit Finaled,47.65727739,-122.361772
54287,6483862,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,251594.0,2016-03-09,2017-02-02,2017-09-09,Permit Closed,47.673995700000006,-122.38132759999998
54292,6415118,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,435789.0,2014-12-22,2016-07-11,2016-06-22,Permit Closed,47.61962767,-122.3007108
54309,6555150,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,366376.0,2017-08-12,,2019-02-12,Permit Issued,47.67559715,-122.3828963
54342,6383343,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,466652.0,2014-08-14,2016-02-16,2016-02-14,Permit Closed,47.61172361,-122.31389009999998
54349,6421843,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,474046.0,2014-12-31,2016-12-09,2017-12-30,Permit Closed,47.67179215,-122.39260690000002
54354,6583158,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,464601.0,2017-07-28,,2019-01-28,Permit Issued,47.66208224,-122.2895304
54367,6401137,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,373042.0,2014-04-17,2015-03-23,2015-10-17,Permit Closed,47.66975197,-122.2780125
54391,6369965,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,331169.0,2014-03-01,2015-03-03,2015-09-01,Permit Closed,47.73024382,-122.3515328
54425,6472961,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,394556.0,2016-10-18,,2019-10-18,Permit Issued,47.72674725,-122.28077240000002
54432,6401308,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,360673.0,2014-09-17,2016-07-27,2016-03-17,Permit Closed,47.69682716,-122.3030716
54434,6430390,Construction,MULTIFAMILY,NEW,Plan Review,519211.0,2015-03-30,2016-01-12,2016-09-30,Permit Finaled,47.60100902,-122.299241
54457,6454772,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,358295.0,2015-06-10,2016-09-16,2016-12-10,Permit Closed,47.70299935,-122.3746031
54498,6489634,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,389589.0,2016-05-09,2017-10-16,2017-11-09,Permit Finaled,47.58006862,-122.3162767
54531,6587632,Construction,MULTIFAMILY,NEW,Plan Review,278346.0,2017-10-31,,2019-04-30,Permit Issued,47.54403402,-122.3223121
54536,6400778,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,411986.0,2015-07-23,,2018-07-23,Permit Issued,47.55546028,-122.29134109999998
54542,6451807,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,358744.0,2015-08-04,2017-04-21,2017-02-04,Permit Finaled,47.67329981,-122.3887038
54545,6426183,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,268692.0,2015-05-12,,2018-05-12,Permit Issued,47.54926356,-122.27524040000002
54547,6480449,Construction,MULTIFAMILY,NEW,Plan Review,1159752.0,2016-09-15,,2018-03-15,Permit Issued,47.67329548,-122.3824063
54559,6496686,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,458532.0,2016-03-09,2017-03-01,2017-09-09,Permit Closed,47.68206743,-122.2918482
54565,6506776,Construction,MULTIFAMILY,NEW,Plan Review,1131671.0,2017-07-13,,2019-01-13,Permit Issued,47.54686656,-122.3744662
54567,6552955,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,620365.0,2017-05-26,,2018-11-26,Permit Issued,47.69153684,-122.3191884
54572,6499188,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,535799.0,2016-04-04,2017-07-11,2017-10-04,Permit Closed,47.67635202,-122.4020218
54574,6515500,Construction,MULTIFAMILY,NEW,Plan Review,715000.0,2017-01-19,,2018-07-19,Permit Issued,47.62441015,-122.3164887
54582,6563628,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,590619.0,2017-08-22,,2019-02-22,Permit Issued,47.54411671,-122.3729883
54585,6545755,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,387835.0,2017-06-24,2018-04-11,2018-12-24,Permit Finaled,47.55771425,-122.3946731
54595,6594949,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,422288.0,2018-04-11,,2019-10-11,Permit Issued,47.69638255,-122.3697309
54608,6483560,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,507756.0,2016-02-05,2017-01-19,2017-08-05,Permit Closed,47.66252461,-122.2786393
54618,6534562,Construction,MULTIFAMILY,NEW,Plan Review,902048.0,2018-04-11,,2019-10-11,Permit Issued,47.55491873,-122.3812249
54633,6382786,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,438478.0,2014-02-20,2014-12-01,2015-08-20,Permit Closed,47.67240265,-122.4032898
54635,6357619,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343899.0,2013-10-08,2014-09-02,2015-04-08,Permit Closed,47.67545627,-122.38131640000002
54636,6481726,Construction,MULTIFAMILY,NEW,Plan Review,963496.0,2017-02-27,,2018-08-27,Permit Issued,47.650638,-122.3758162
54662,6425831,Construction,MULTIFAMILY,NEW,Plan Review,548862.0,2015-03-10,,2018-03-10,Permit Issued,47.54117696,-122.2709655
54664,6361289,Construction,MULTIFAMILY,NEW,Plan Review,1628101.0,2014-06-04,2015-11-19,2015-12-04,Permit Closed,47.66661712,-122.3768379
54705,6408714,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,580116.0,2015-05-15,2017-01-05,2018-05-15,Permit Closed,47.66027644,-122.2890291
54708,6356214,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,448852.0,2014-09-12,2017-05-26,2017-09-12,Permit Closed,47.5553785,-122.3612096
54716,6369007,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,306184.0,2013-12-19,2014-11-20,2015-06-19,Permit Finaled,47.61132947,-122.3145436
54721,6328758,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,361648.0,2014-02-14,2015-08-25,2015-08-14,Permit Closed,47.69219879999999,-122.2919602
54726,6444809,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,268651.0,2015-05-29,2016-04-25,2016-11-29,Permit Closed,47.68824141,-122.2846267
54727,6434238,Construction,MULTIFAMILY,NEW,Plan Review,587578.0,2015-06-02,2016-12-20,2016-12-02,Permit Closed,47.60382745,-122.3034788
54737,6572102,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,362347.0,2017-07-24,,2019-01-24,Permit Issued,47.57624974,-122.302573
54743,6441755,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,506373.0,2015-09-03,2017-02-27,2017-03-03,Permit Closed,47.57006761,-122.2831866
54745,6420856,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,377771.0,2015-03-18,2016-05-09,2016-09-18,Permit Closed,47.66181787,-122.3488355
54761,6451536,Construction,MULTIFAMILY,NEW,Plan Review,471120.0,2015-06-24,2016-05-27,2016-12-24,Permit Closed,47.67289585,-122.37952040000002
54776,6318864,Construction,MULTIFAMILY,NEW,Plan Review,471454.0,2014-03-12,2015-09-03,2015-09-12,Permit Closed,47.69319725,-122.3178119
54777,6475097,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,547643.0,2017-02-17,,2018-08-17,Permit Issued,47.67785912,-122.2665694
54827,6520829,Construction,INDUSTRIAL,NEW,Plan Review,9305250.0,2017-06-06,,2018-12-06,Permit Issued,47.63849367,-122.3777706
54838,6321352,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,342404.0,2013-10-26,,2015-04-26,Permit Issued,47.62856496,-122.3014202
54847,6440054,Construction,MULTIFAMILY,NEW,Plan Review,1379885.0,2015-07-18,2016-09-12,2017-01-18,Permit Finaled,47.69077477,-122.3973139
54859,6523014,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,367702.0,2016-08-11,2017-04-13,2018-02-11,Permit Closed,47.55097918,-122.3595605
54876,6391729,Construction,MULTIFAMILY,NEW,Plan Review,452220.0,2016-01-29,2018-01-17,2019-01-29,Permit Closed,47.56507928,-122.3629858
54878,6474803,Construction,MULTIFAMILY,NEW,Plan Review,366016.0,2015-10-20,2016-10-18,2017-04-20,Permit Closed,47.58441019,-122.312994
54887,6485287,Construction,MULTIFAMILY,NEW,Plan Review,4187981.0,2016-06-17,2018-04-12,2019-06-17,Cert of Occupancy Authorized,47.64865049,-122.3769678
54900,6576520,Construction,MULTIFAMILY,NEW,Plan Review,440399.0,2018-04-12,,2019-10-12,Permit Issued,47.68651865,-122.3772763
54922,6552678,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,452148.0,2017-05-24,,2018-11-24,Permit Issued,47.68358393,-122.3954057
54939,6365659,Construction,MULTIFAMILY,NEW,Plan Review,6702400.0,2014-10-15,2017-08-01,2016-04-15,Permit Closed,47.55960801,-122.3819916
54947,6503328,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,504032.0,2016-08-22,2017-11-08,2018-02-22,Permit Closed,47.70247622,-122.2767682
54982,6377544,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,292840.0,2013-11-14,2014-04-08,2015-05-14,Permit Closed,47.70384536,-122.3599495
54994,6251303,Construction,COMMERCIAL,NEW,Plan Review,2969297.0,2014-12-17,,2019-06-17,Permit Issued,47.66146277,-122.3243056
55011,6479719,Construction,MULTIFAMILY,NEW,Plan Review,317881.0,2015-10-12,2016-09-20,2017-04-12,Permit Finaled,47.55571029,-122.2866031
55037,6569924,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,251610.0,2018-04-12,,2019-10-12,Permit Issued,47.63941743,-122.34520630000002
55044,6478728,Construction,MULTIFAMILY,NEW,Plan Review,611816.0,2015-10-21,2017-04-12,2017-04-21,Permit Finaled,47.65443126,-122.3853952
55056,6351444,Construction,MULTIFAMILY,NEW,Plan Review,636305.0,2014-05-09,2016-12-08,2017-05-09,Permit Finaled,47.55943696,-122.2895346
55058,6606688,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,513315.0,2018-03-14,,2019-09-14,Permit Issued,47.56428702,-122.39374840000002
55081,6536993,Construction,MULTIFAMILY,NEW,Plan Review,2073585.0,2018-01-29,,2019-07-29,Permit Issued,47.66210142,-122.3204604
55091,6282663,Construction,MULTIFAMILY,NEW,Plan Review,2268116.0,2013-08-02,2015-09-21,2016-08-02,Permit Closed,47.58655291,-122.3169822
55105,6419578,Construction,MULTIFAMILY,NEW,Plan Review,795137.0,2014-12-10,2015-12-07,2016-06-10,Permit Closed,47.6052687,-122.3042974
55107,6529094,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,362583.0,2017-01-10,,2018-07-10,Permit Issued,47.550992,-122.3057756
55108,6532430,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,437030.0,2017-03-22,,2018-09-22,Permit Issued,47.56203721,-122.3979831
55115,6448532,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,473701.0,2015-05-27,2017-01-06,2016-11-27,Permit Closed,47.57016427,-122.2831987
55139,6594170,Construction,MULTIFAMILY,NEW,Plan Review,599213.0,2018-02-05,,2019-08-05,Permit Issued,47.67447398,-122.3653085
55141,6354219,Construction,MULTIFAMILY,NEW,Plan Review,2121306.0,2016-08-05,,2019-08-05,Permit Issued,47.63070638,-122.359858
55152,6507751,Construction,MULTIFAMILY,NEW,Plan Review,799240.0,2017-02-24,2018-04-12,2018-08-24,Permit Finaled,47.61189738,-122.3139039
55207,6375282,Construction,MULTIFAMILY,NEW,Plan Review,591426.0,2014-04-30,2015-06-22,2015-10-30,Permit Finaled,47.60214204,-122.3066061
55213,6498098,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,306392.0,2016-05-29,2017-11-08,2017-11-29,Permit Finaled,47.51274678,-122.37134
55228,6375081,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,383129.0,2013-10-16,2015-05-15,2015-04-16,Permit Closed,47.54200799,-122.384002
55233,6341225,Construction,MULTIFAMILY,NEW,Plan Review,392247.0,2013-10-05,2014-08-27,2015-04-05,Permit Closed,47.63683956,-122.2788942
55256,6432688,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,390982.0,2015-01-21,2016-02-23,2016-07-21,Permit Closed,47.63034486,-122.3701618
55273,6375078,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,257129.0,2015-01-16,,2016-07-16,Permit Closed,47.6934088,-122.29452109999998
55281,6540539,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,522575.0,2017-02-14,,2018-08-14,Permit Issued,47.66957992,-122.3289673
55291,6247435,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,396550.0,2013-06-19,,2014-12-19,Permit Issued,47.62574764,-122.2955277
55296,6425182,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,517622.0,2014-12-16,,2016-06-16,Permit Closed,47.60015221,-122.2981458
55299,6411858,Construction,MULTIFAMILY,NEW,Plan Review,2424996.0,2015-04-02,2016-09-14,2016-10-02,Permit Closed,47.61820544,-122.3270673
55304,6590637,Construction,COMMERCIAL,NEW,Plan Review,498436.0,2018-04-12,,2019-10-12,Permit Issued,47.68652548,-122.3771217
55314,6514618,Construction,COMMERCIAL,NEW,Plan Review,24720202.0,2017-10-05,,2019-04-05,Permit Issued,47.66254948,-122.2949949
55316,6335421,Construction,MULTIFAMILY,NEW,Plan Review,848366.0,2013-06-18,2014-08-25,2014-12-18,Permit Closed,47.60505426,-122.3042862
55321,6293266,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,468330.0,2016-04-08,2017-08-29,2017-10-08,Permit Closed,47.51811467,-122.2871441
55325,6420753,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,388892.0,2014-12-30,2015-11-05,2016-06-30,Permit Closed,47.67180494,-122.3829199
55331,6363515,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,295000.0,2013-08-07,2014-09-29,2015-02-07,Permit Closed,47.68273681,-122.3620328
55371,6506014,Construction,MULTIFAMILY,NEW,Plan Review,957216.0,2017-03-08,,2018-09-08,Permit Issued,47.62069424,-122.3104168
55389,6372642,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,531930.0,2014-10-21,2016-06-01,2016-04-21,Permit Closed,47.65065577,-122.3320435
55392,6521059,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,549869.0,2017-03-03,,2018-09-03,Permit Issued,47.64338753,-122.3743861
55402,6590717,Construction,COMMERCIAL,NEW,Plan Review,498436.0,2018-04-12,,2019-10-12,Permit Issued,47.68652548,-122.3771217
55412,6516677,Construction,COMMERCIAL,NEW,Plan Review,59732339.0,2017-04-21,,2018-10-21,Permit Issued,47.61574546,-122.3479084
55418,6287803,Construction,COMMERCIAL,NEW,Plan Review,8541334.0,2013-08-05,2015-02-13,2016-08-05,Permit Closed,47.61357841,-122.3325012
55421,6576517,Construction,MULTIFAMILY,NEW,Plan Review,440399.0,2018-04-12,,2019-10-12,Permit Issued,47.68640217,-122.3772674
55423,6524719,Construction,MULTIFAMILY,NEW,Plan Review,9009405.0,2017-06-09,,2018-12-09,Permit Issued,47.72130261,-122.296874
55428,6425827,Construction,MULTIFAMILY,NEW,Plan Review,518612.0,2015-03-10,,2018-03-10,Permit Issued,47.54134698,-122.2706695
55447,6448265,Construction,MULTIFAMILY,NEW,Plan Review,371091.0,2015-05-15,2016-05-31,2016-11-15,Permit Closed,47.67984086,-122.3648043
55455,6497216,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,573851.0,2016-05-19,,2019-05-19,Permit Issued,47.70673146,-122.3799856
55476,6549383,Construction,MULTIFAMILY,NEW,Plan Review,645853.0,2017-08-11,,2019-02-11,Permit Issued,47.57686222,-122.4084054
55480,6530458,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,282254.0,2017-06-06,,2018-12-06,Permit Issued,47.64548531,-122.3614295
55489,6594431,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,496911.0,2017-11-01,,2019-05-01,Permit Issued,47.68716184,-122.3577424
55491,6533418,Construction,MULTIFAMILY,NEW,Plan Review,429396.0,2017-03-29,,2018-09-29,Permit Issued,47.55533534,-122.2853805
55495,6635699,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,284850.0,2018-04-12,,2019-10-12,Permit Issued,47.57345046,-122.2958044
55497,6466655,Construction,MULTIFAMILY,NEW,Plan Review,452772.0,2016-01-08,,2019-01-08,Permit Issued,47.57505827,-122.3871699
55500,6370128,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,347647.0,2013-12-24,2014-12-03,2015-06-24,Permit Closed,47.54963925,-122.3030952
55511,6456734,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,290176.0,2015-09-16,2016-08-04,2017-03-16,Permit Closed,47.68641319,-122.3544993
55517,6483391,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,473421.0,2016-03-22,2017-04-24,2017-09-22,Permit Closed,47.6318396,-122.3694216
55529,6533723,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,269532.0,2017-04-28,,2018-10-28,Permit Issued,47.56894664,-122.3002454
55536,6456161,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,292458.0,2015-12-02,2016-08-23,2017-06-02,Permit Closed,47.58729776,-122.2993572
55545,6355637,Construction,COMMERCIAL,NEW,Plan Review,2592794.0,2014-12-18,2017-05-19,2016-06-18,Permit Closed,47.61469501,-122.3117293
55576,6517527,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,441829.0,2016-07-16,2017-10-25,2018-01-16,Permit Closed,47.57599065,-122.3089797
55591,6420950,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,331063.0,2014-11-20,2015-08-19,2016-05-20,Permit Closed,47.57707574,-122.3040697
55599,6603742,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,499359.0,2017-11-08,,2019-05-08,Permit Issued,47.69419117,-122.3314098
55607,6397054,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,325043.0,2014-05-21,2015-03-12,2015-11-21,Permit Closed,47.73210804,-122.3337512
55656,6469610,Construction,MULTIFAMILY,NEW,Plan Review,7266736.0,2016-12-07,,2018-06-07,Permit Issued,47.70712852,-122.3217278
55666,6548796,Construction,MULTIFAMILY,NEW,Plan Review,504274.0,2017-05-16,,2018-11-16,Permit Issued,47.54780751,-122.38694309999998
55672,6343551,Construction,COMMERCIAL,NEW,Plan Review,13465865.0,2014-03-18,2016-01-29,2017-03-18,Permit Closed,47.61445083,-122.3227283
55686,6516256,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,283099.0,2016-08-19,2017-04-13,2018-02-19,Permit Closed,47.50037106,-122.2689467
55706,6451022,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,295585.0,2015-12-08,,2017-06-08,Permit Issued,47.66398286,-122.3090306
55723,6353042,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,331168.0,2013-05-01,,2014-11-01,Permit Closed,47.68308951,-122.3655312
55747,6367383,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,972461.0,2014-07-24,2016-04-28,2017-07-24,Permit Closed,47.5925722,-122.386936
55765,6424177,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,410817.0,2014-10-15,2015-10-30,2016-04-15,Permit Closed,47.67093488,-122.272585
55766,6537069,Construction,MULTIFAMILY,NEW,Plan Review,357467.0,2017-10-20,,2019-04-20,Permit Issued,47.70485829,-122.34162179999998
55771,6570523,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,434598.0,2018-04-13,,2019-10-13,Permit Issued,47.63871072,-122.3697999
55782,6413813,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343314.0,2015-01-15,2016-06-29,2016-07-15,Permit Closed,47.64846062,-122.4074863
55788,6495805,Construction,MULTIFAMILY,NEW,Plan Review,262121.0,2016-03-24,,2017-09-24,Permit Issued,47.66050387,-122.3516322
55790,6560513,Construction,MULTIFAMILY,NEW,Plan Review,457181.0,2017-04-06,,2018-10-06,Permit Issued,47.67254401,-122.3891182
55797,6339555,Construction,MULTIFAMILY,NEW,Plan Review,1508254.0,2014-05-22,2015-10-06,2015-11-22,Permit Closed,47.61022379999999,-122.3158481
55809,6357948,Construction,MULTIFAMILY,NEW,Plan Review,548571.0,2013-10-15,2014-04-15,2015-04-15,Permit Closed,47.54325566,-122.36762009999998
55826,6354888,Construction,COMMERCIAL,NEW,Plan Review,58032408.0,2014-01-09,2015-10-29,2017-01-09,Permit Closed,47.62498078,-122.3388452
55836,6522483,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,320711.0,2017-11-29,2018-04-13,2019-05-29,Permit Closed,47.53943205,-122.2742529
55844,6399557,Construction,COMMERCIAL,NEW,Plan Review,28619695.0,2016-11-07,,2019-11-07,Permit Issued,47.62403301,-122.3348678
55849,6319402,Construction,MULTIFAMILY,NEW,Plan Review,659945.0,2013-12-10,2015-10-30,2016-12-10,Permit Closed,47.62989196,-122.3197933
55869,6476708,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,433565.0,2015-08-28,,2018-08-28,Permit Issued,47.69705864,-122.3169572
55870,6374823,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,254810.0,2014-11-21,2016-10-06,2017-11-21,Permit Closed,47.53324706,-122.279567
55874,6451368,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,432849.0,2015-04-10,2016-04-29,2016-10-10,Permit Finaled,47.55890395,-122.2898982
55878,6426270,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,293476.0,2015-04-06,2016-02-02,2016-10-06,Permit Closed,47.5353239,-122.3442785
55880,6542668,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,426065.0,2017-02-22,,2018-08-22,Permit Issued,47.57875989,-122.3970571
55894,6544336,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,1525870.0,2017-01-19,2018-04-13,2018-07-19,Permit Closed,47.69405026,-122.3545504
55911,6520648,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,529058.0,2016-09-15,2018-04-13,2018-03-15,Permit Finaled,47.59581256,-122.2967795
55947,6447729,Construction,MULTIFAMILY,NEW,Plan Review,528396.0,2016-01-05,2017-06-06,2017-07-05,Permit Closed,47.59489208,-122.29576000000002
55951,6391814,Construction,MULTIFAMILY,NEW,Plan Review,4030800.0,2014-07-20,2015-12-21,2016-01-20,Permit Closed,47.62441721,-122.3130164
55964,6470574,Construction,INDUSTRIAL,NEW,Plan Review,2685166.0,2016-01-25,2017-03-31,2017-07-25,Permit Closed,47.65189105,-122.3783788
55978,6494235,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,392784.0,2016-03-07,2017-04-25,2017-09-07,Permit Closed,47.57353629,-122.3778741
56030,6436709,Construction,MULTIFAMILY,NEW,Plan Review,47867204.0,2016-01-22,2018-04-10,2019-01-22,Permit Closed,47.63115019,-122.3427607
