GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US53033024000,53033024000,"Census Tract 240, King County, Washington",3350,129,173638,21421,81.5,4.4,176101,23746,48.2,6.6,39876,17179,25.3,4.6,20256,2523,1.9,1.3,10661,6939,2.2,2.0,3875,1689,13.9,3.8,29288,8888,2040,199,227387,31782,10.4,4.3,N,N,28.0,6.8,N,N,47.7,7.9,N,N,7.5,4.0,N,N,5.1,2.8,N,N,1.2,1.5,N,N,7868,479,74597,9523,61.5,5.1,84298,13078,0.4,0.5,N,N,0.0,0.4,-,**,28.4,4.5,70863,20186,0.0,0.4,-,**,0.2,0.4,N,N,9.4,4.6,17521,12499,3.5,2.2,49342,20109,59.3,5.4,85218,13551,19.5,(X),(X),(X),23.4,(X),(X),(X),13.9,(X),(X),(X)
1400000US53033024100,53033024100,"Census Tract 241, King County, Washington",1692,68,302733,22331,77.8,2.4,288382,23032,59.1,3.9,107198,20495,30.9,2.0,25059,1703,1.9,0.9,13466,5805,1.4,0.8,3729,2796,14.3,2.3,37847,7373,1444,61,315792,23035,16.4,2.5,152346,35278,35.5,3.8,352259,48817,31.2,3.7,351180,43333,9.5,2.5,337867,131030,6.2,1.7,313751,52112,1.2,1.2,390194,93304,4807,120,107825,9412,80.4,2.3,111949,10829,0.4,0.5,-,**,0.1,0.2,N,N,15.7,1.9,96572,19909,0.1,0.2,N,N,0.1,0.1,N,N,3.2,1.1,23850,16446,1.0,0.5,243871,209679,79.8,2.4,112339,10865,31.9,(X),(X),(X),31.7,(X),(X),(X),21.3,(X),(X),(X)
1400000US53033024200,53033024200,"Census Tract 242, King County, Washington",1137,61,270074,37638,72.6,5.6,263525,37927,57.2,5.7,110290,38834,28.1,5.0,23476,2836,1.0,1.1,N,N,0.2,0.3,N,N,13.2,3.6,39705,15973,897,52,309068,43352,18.7,4.4,N,N,36.5,7.8,N,N,34.4,7.0,N,N,4.3,2.6,N,N,5.4,2.6,N,N,0.7,0.9,N,N,3165,18,97825,13905,72.4,6.6,96593,13699,0.6,0.6,N,N,0.0,1.0,-,**,20.5,6.3,121381,53391,0.0,1.0,-,**,0.5,0.5,N,N,6.0,2.5,39238,24290,2.7,2.1,35132,25127,69.7,7.0,98961,14143,29.5,(X),(X),(X),30.2,(X),(X),(X),22.8,(X),(X),(X)
1400000US53033024300,53033024300,"Census Tract 243, King County, Washington",3861,144,143032,17310,75.7,3.9,148133,18157,48.3,6.2,37917,16358,32.1,4.5,18755,2171,2.3,1.7,9961,2475,1.8,1.5,3346,2849,16.2,3.8,34237,9778,2301,188,179261,20953,12.4,4.0,N,N,37.3,6.8,N,N,36.9,7.2,N,N,5.1,3.6,N,N,7.4,3.4,N,N,0.9,1.3,N,N,8445,293,66089,8668,71.3,4.1,73158,10603,3.3,2.2,26527,17830,0.0,0.4,-,**,22.0,4.3,54982,12495,0.0,0.4,-,**,0.1,0.2,N,N,3.4,2.0,28737,12822,1.1,0.9,34786,38554,70.3,4.2,73656,10826,29.8,(X),(X),(X),27.6,(X),(X),(X),24.5,(X),(X),(X)
1400000US53033024400,53033024400,"Census Tract 244, King County, Washington",1275,90,126508,21240,69.7,5.2,137985,27814,41.5,7.9,36258,11273,38.3,5.9,21294,2389,0.8,1.2,N,N,0.0,2.5,-,**,21.1,5.6,20863,4505,633,94,187938,37659,16.9,5.3,N,N,25.3,8.7,N,N,33.0,9.0,N,N,18.5,9.2,N,N,2.2,2.7,N,N,4.1,4.0,N,N,2669,214,61445,8559,77.7,5.1,68280,10830,2.4,2.6,N,N,0.0,1.2,-,**,16.3,4.3,43014,10263,0.0,1.2,-,**,1.3,1.6,64635,1989,2.4,1.9,N,N,6.5,4.9,37917,17018,72.5,6.6,70930,11407,25.5,(X),(X),(X),22.3,(X),(X),(X),18.4,(X),(X),(X)
1400000US53033024500,53033024500,"Census Tract 245, King County, Washington",1742,82,255867,37467,83.5,4.4,241211,32398,56.8,6.0,54112,16426,33.1,4.7,25387,3006,1.0,1.1,N,N,2.5,2.6,784,342,19.6,3.8,63081,43338,1554,88,274685,42572,14.7,4.7,95893,35032,29.7,6.3,365223,121247,40.3,6.3,277452,46629,4.6,2.6,275579,144829,8.9,3.5,271740,60798,1.8,1.7,186954,162043,5020,260,88960,12743,77.3,3.0,99897,16494,1.5,1.2,43219,27058,0.0,0.6,-,**,15.6,2.7,57372,17845,0.0,0.6,-,**,0.2,0.3,N,N,5.4,2.8,35142,14832,3.4,2.1,66773,25445,74.4,3.3,100921,17153,23.7,(X),(X),(X),24.8,(X),(X),(X),18.3,(X),(X),(X)
1400000US53033024601,53033024601,"Census Tract 246.01, King County, Washington",1659,62,224415,27810,73.5,4.5,208198,24201,61.6,5.0,79105,27499,36.3,4.8,25520,2292,1.7,1.5,6803,1229,0.0,1.9,-,**,22.1,5.3,45990,16447,1425,79,232052,25175,21.2,4.2,N,N,33.4,7.4,N,N,36.4,6.2,N,N,4.7,3.0,N,N,3.1,2.4,N,N,1.2,1.1,N,N,4591,201,81646,10718,78.3,3.0,86999,14251,0.0,0.7,-,**,0.0,0.1,N,N,16.1,2.5,78066,17438,1.1,1.7,30743,4875,0.0,0.1,N,N,4.4,2.4,13755,13022,1.5,1.3,67209,97193,77.0,3.0,87357,14250,31.0,(X),(X),(X),30.4,(X),(X),(X),21.2,(X),(X),(X)
1400000US53033024602,53033024602,"Census Tract 246.02, King County, Washington",1283,57,270612,37115,82.5,4.5,259420,41533,62.8,6.9,64445,27226,26.8,5.0,25059,3153,1.2,1.4,N,N,0.0,2.5,-,**,15.1,4.2,38929,10520,1143,65,284795,41312,16.7,4.8,N,N,42.3,8.0,N,N,27.8,7.0,N,N,6.3,3.1,N,N,5.1,3.1,N,N,1.7,1.6,N,N,3742,187,92899,12530,79.4,4.9,99623,15759,0.9,0.9,121200,75155,0.0,0.9,-,**,19.2,4.7,65362,24787,0.0,0.9,-,**,0.0,0.9,-,**,0.6,0.7,N,N,2.0,2.2,N,N,77.4,5.3,101632,16426,20.0,(X),(X),(X),21.5,(X),(X),(X),13.6,(X),(X),(X)
1400000US53033024701,53033024701,"Census Tract 247.01, King County, Washington",1406,79,108499,11299,85.8,3.8,106486,12974,35.4,6.6,13605,5272,25.8,4.2,23050,2758,5.2,3.1,11507,2896,1.2,1.5,N,N,17.4,4.2,26293,6554,981,128,117160,13024,9.9,4.4,57258,19076,29.0,9.7,106818,22991,34.0,8.2,131928,23730,11.8,5.0,148998,59631,6.9,4.3,180368,45482,8.4,7.0,66227,23520,3988,415,39315,5057,60.6,7.4,39562,7356,7.3,6.1,18898,12503,1.4,1.8,64048,32843,27.9,5.2,41770,6213,0.0,0.8,-,**,1.2,2.3,N,N,1.6,1.4,64383,47760,5.3,3.3,52551,21876,58.2,7.3,38194,7367,22.8,(X),(X),(X),22.9,(X),(X),(X),18.3,(X),(X),(X)
1400000US53033024702,53033024702,"Census Tract 247.02, King County, Washington",2961,97,142218,14464,83.5,3.6,137900,15218,43.6,6.9,28752,15100,27.7,4.2,24018,2813,4.8,2.9,10638,3788,1.2,1.3,N,N,19.3,5.7,28543,5448,2197,154,161032,17744,13.8,3.7,N,N,30.1,6.7,N,N,37.7,6.5,N,N,7.4,4.1,N,N,9.6,3.5,N,N,1.4,1.6,N,N,7720,396,55481,6175,66.0,4.6,61362,8420,5.0,2.6,66102,40275,0.3,0.5,N,N,20.6,3.6,44803,14570,0.0,0.4,-,**,1.3,1.8,N,N,6.7,3.5,35128,13162,4.5,2.3,48867,34645,63.3,4.6,60835,8403,22.3,(X),(X),(X),25.2,(X),(X),(X),17.1,(X),(X),(X)
1400000US53033024800,53033024800,"Census Tract 248, King County, Washington",2175,124,91243,10579,83.9,4.5,92193,11389,25.3,6.6,16299,15691,20.3,4.9,17880,2182,3.7,2.1,9875,3565,1.3,1.5,N,N,16.6,6.2,19620,5833,1447,198,95833,13190,8.2,4.8,23197,10290,39.5,10.2,89994,27553,30.1,8.9,122172,18413,14.0,7.6,87097,21413,2.8,2.6,189785,83523,5.3,4.4,75671,18773,5997,468,34158,4939,51.0,7.6,44685,7848,3.0,3.3,5831,1475,1.8,1.6,28300,19419,25.5,5.8,33275,6825,0.0,0.5,-,**,9.8,7.6,12364,420,8.9,4.9,11102,7809,19.9,8.6,17361,3713,43.2,8.0,48454,9047,30.9,(X),(X),(X),36.4,(X),(X),(X),26.5,(X),(X),(X)
1400000US53033024901,53033024901,"Census Tract 249.01, King County, Washington",1805,42,181413,24414,78.1,5.5,183091,23009,56.3,5.7,35784,13627,30.8,5.6,25815,2445,0.8,0.9,N,N,1.5,1.2,8415,4200,21.5,4.5,36552,6399,1546,76,194649,28809,19.2,5.8,N,N,32.0,6.9,N,N,34.8,6.5,N,N,5.4,3.0,N,N,8.2,3.8,N,N,0.5,0.8,N,N,5025,233,65603,9478,50.4,3.1,80742,16685,0.3,0.3,N,N,0.3,0.4,N,N,44.8,3.3,51708,8036,0.7,1.1,126369,22706,0.0,0.1,N,N,3.6,1.7,16947,8722,0.8,0.6,81897,33604,49.7,3.1,80701,16934,22.1,(X),(X),(X),22.8,(X),(X),(X),16.1,(X),(X),(X)
1400000US53033024902,53033024902,"Census Tract 249.02, King County, Washington",1358,46,143077,17207,87.9,3.2,144560,18270,45.4,7.9,10940,4719,26.0,4.6,19491,3497,0.5,0.8,N,N,2.8,2.2,1253,788,19.3,4.9,27537,6293,1047,81,154711,18089,9.8,3.0,69719,9816,34.7,7.5,134523,22794,41.3,7.7,198813,35038,8.1,5.1,70006,20624,3.4,2.5,240814,65710,2.7,2.3,195086,65270,3957,210,50872,5582,63.4,4.8,54562,7351,2.0,1.4,35065,11006,0.0,0.8,-,**,23.9,4.9,56517,11447,0.0,0.8,-,**,0.5,0.5,N,N,10.2,3.8,20222,8641,8.6,3.3,37107,10703,57.6,5.4,55839,7869,27.5,(X),(X),(X),22.3,(X),(X),(X),19.1,(X),(X),(X)
1400000US53033024903,53033024903,"Census Tract 249.03, King County, Washington",2240,99,191356,20111,86.4,4.1,185099,22472,58.2,7.8,27090,9873,20.9,3.6,23787,4553,1.1,1.3,N,N,1.1,1.0,N,N,22.5,5.3,39979,8998,2051,109,201966,21631,11.9,4.2,N,N,28.6,6.1,N,N,42.3,7.5,N,N,5.7,3.3,N,N,10.9,4.1,N,N,0.6,1.0,N,N,6917,295,62390,6544,54.1,5.9,70315,10025,0.1,0.1,N,N,0.0,0.5,-,**,42.7,5.0,56733,11400,0.0,0.5,-,**,0.0,0.5,-,**,3.1,2.0,N,N,1.0,1.6,N,N,53.1,6.1,71509,10189,20.7,(X),(X),(X),20.5,(X),(X),(X),16.4,(X),(X),(X)
1400000US53033025001,53033025001,"Census Tract 250.01, King County, Washington",1840,100,126142,9537,79.1,4.0,134447,10695,47.0,5.9,13767,4750,26.7,3.1,22708,2382,0.5,0.8,N,N,0.0,1.7,-,**,19.0,3.6,28059,7133,1409,92,139867,12018,12.6,4.0,67665,13233,23.8,6.1,100375,14480,42.9,7.0,177592,20129,3.1,2.2,125027,49171,14.0,4.3,166042,28764,3.5,3.6,116500,27977,4975,299,47530,4455,67.3,5.3,49275,5715,1.8,1.8,34969,7381,0.4,0.4,N,N,23.9,4.7,51759,12296,0.0,0.6,-,**,2.1,1.6,27488,19946,4.5,1.9,16130,11365,4.7,2.3,21079,7890,66.1,5.5,49620,5809,23.2,(X),(X),(X),24.3,(X),(X),(X),18.2,(X),(X),(X)
1400000US53033025003,53033025003,"Census Tract 250.03, King County, Washington",2586,110,205971,26433,90.9,4.6,187619,22841,42.4,5.7,53175,40313,21.0,5.7,25672,3144,0.6,0.9,N,N,0.0,1.2,-,**,14.2,4.4,30571,8720,2079,171,233403,32968,5.6,4.2,105863,40742,46.8,8.7,250672,66700,34.1,8.3,262367,40572,8.7,5.0,132906,44329,4.8,3.0,191422,63501,0.0,1.5,-,**,6999,421,77486,9730,63.5,3.8,90746,14408,0.6,0.9,N,N,0.2,0.4,N,N,30.6,4.0,59168,13310,0.0,0.1,N,N,0.8,1.1,34563,18242,4.3,2.5,22608,14741,8.2,4.0,46354,20198,58.2,4.3,93817,15204,14.9,(X),(X),(X),16.4,(X),(X),(X),12.2,(X),(X),(X)
1400000US53033025005,53033025005,"Census Tract 250.05, King County, Washington",1934,143,159755,15551,88.2,4.4,162739,16679,37.1,5.2,19951,11908,19.5,4.4,18901,2584,2.3,2.5,7452,2486,0.4,0.6,N,N,13.8,4.6,26940,8139,1323,118,199981,23318,6.7,2.8,N,N,40.3,5.9,N,N,38.7,5.4,N,N,6.0,3.7,N,N,6.8,4.3,N,N,1.4,1.5,N,N,4803,335,64556,5932,60.3,3.9,77165,9592,1.6,1.2,30329,15245,0.0,0.7,-,**,31.5,3.3,52829,6956,0.0,0.7,-,**,0.9,0.9,12644,6162,5.5,2.3,12921,9128,4.8,2.1,32311,20577,57.0,4.0,79166,10115,23.5,(X),(X),(X),25.5,(X),(X),(X),21.1,(X),(X),(X)
1400000US53033025006,53033025006,"Census Tract 250.06, King County, Washington",2228,108,183274,23062,86.0,3.0,181635,25983,38.9,6.9,33781,15252,21.9,4.4,24411,3077,2.2,2.1,N,N,0.0,1.4,-,**,13.5,4.2,46976,11974,1693,157,204693,30627,11.6,3.9,N,N,35.4,8.7,N,N,36.7,8.3,N,N,7.3,6.4,N,N,7.7,4.4,N,N,1.3,1.9,N,N,6097,467,67284,9672,60.5,8.6,75889,13648,5.0,6.6,N,N,0.0,0.5,-,**,29.7,7.3,68620,9119,0.0,0.5,-,**,0.2,0.4,N,N,4.5,3.3,10678,5588,8.7,6.8,17735,16883,56.9,8.6,79044,13793,21.9,(X),(X),(X),18.4,(X),(X),(X),18.5,(X),(X),(X)
1400000US53033025101,53033025101,"Census Tract 251.01, King County, Washington",2113,102,109827,14300,86.8,5.4,111429,16225,27.9,6.3,14213,10503,22.1,5.9,19451,3260,3.3,3.4,11039,1103,2.0,1.9,7188,9546,11.2,3.9,26787,8076,1427,154,126307,19328,10.3,5.0,N,N,23.3,8.3,N,N,44.6,9.9,N,N,8.6,6.8,N,N,8.6,6.8,N,N,4.6,5.7,N,N,6155,512,38728,5421,60.5,8.6,44199,8077,7.6,4.4,32806,14814,0.3,0.4,N,N,20.1,8.2,38756,17726,0.3,0.5,N,N,4.9,5.8,8113,7159,6.3,3.8,16454,9990,12.0,5.4,19220,11688,53.7,7.5,46490,9043,28.3,(X),(X),(X),21.8,(X),(X),(X),18.5,(X),(X),(X)
1400000US53033025102,53033025102,"Census Tract 251.02, King County, Washington",2751,121,114768,14336,87.9,5.2,119334,13666,27.3,5.7,7965,5389,14.3,3.0,21480,3276,9.4,5.1,14701,6984,3.8,3.2,3929,2345,13.0,4.5,19575,5815,2122,184,128309,17320,11.4,6.6,N,N,37.2,7.2,N,N,33.9,8.0,N,N,6.6,3.7,N,N,10.4,5.2,N,N,0.5,0.9,N,N,7810,440,40865,4165,50.7,6.2,50290,7796,5.1,2.7,20732,14459,1.9,2.9,N,N,28.9,5.6,37704,5815,0.4,0.6,N,N,2.6,2.4,23876,6895,10.4,4.2,21337,9691,6.2,1.5,22454,8928,48.1,6.1,52060,8218,17.4,(X),(X),(X),18.7,(X),(X),(X),12.6,(X),(X),(X)
1400000US53033025200,53033025200,"Census Tract 252, King County, Washington",3253,97,102927,15184,78.0,4.5,117020,19721,26.6,4.8,12737,6641,24.0,3.6,15911,2469,6.4,2.7,7635,977,5.9,2.8,2447,726,15.7,4.1,19518,5597,2190,185,112651,16739,11.6,4.7,52255,22951,25.3,7.3,98418,47244,43.2,7.6,149685,19275,11.4,5.1,77353,21173,3.4,2.4,129149,29050,5.1,4.4,74658,23574,8159,481,41620,6515,62.9,4.4,37340,4423,5.8,1.8,111179,80446,0.2,0.3,N,N,20.9,3.6,41598,7408,0.5,0.6,N,N,4.5,4.1,19777,4351,5.3,2.5,37864,20091,13.1,5.1,20640,4277,55.2,4.6,39332,5155,29.1,(X),(X),(X),31.4,(X),(X),(X),25.0,(X),(X),(X)
1400000US53033025301,53033025301,"Census Tract 253.01, King County, Washington",2845,173,99118,14629,88.1,3.3,97805,16119,31.5,7.2,14493,6274,19.5,4.2,17559,3036,1.3,1.0,8970,1751,1.5,1.4,1142,1081,12.2,4.1,25877,8298,1291,199,136936,29791,9.6,4.0,N,N,25.9,9.5,N,N,40.3,9.8,N,N,12.2,7.7,N,N,5.7,5.4,N,N,6.2,6.4,N,N,6037,587,48111,7706,69.0,6.1,55066,10919,3.7,2.6,55032,15970,0.4,0.5,N,N,18.6,6.0,29621,6473,0.0,0.5,-,**,1.6,2.5,N,N,6.6,3.4,33484,14311,4.1,2.8,14525,7305,67.0,6.1,56147,11197,21.2,(X),(X),(X),32.3,(X),(X),(X),17.3,(X),(X),(X)
1400000US53033025302,53033025302,"Census Tract 253.02, King County, Washington",2626,150,63753,9504,68.6,5.6,65632,8407,20.6,5.8,18577,11220,30.3,5.6,15638,2346,5.7,3.3,6024,2617,6.9,3.7,1785,1287,13.9,4.9,54508,49139,871,175,76512,14063,13.1,7.6,N,N,33.8,12.3,N,N,33.2,11.7,N,N,11.1,8.3,N,N,6.2,5.6,N,N,2.6,2.6,N,N,5277,436,32245,5436,52.6,7.4,41832,9000,18.3,7.4,15032,6378,0.2,0.4,N,N,13.6,5.1,26538,8598,3.0,5.5,N,N,8.7,5.8,13647,7869,3.6,2.2,69711,32521,13.5,6.1,16840,7692,47.7,6.9,43544,9927,28.9,(X),(X),(X),28.5,(X),(X),(X),27.4,(X),(X),(X)
1400000US53033025400,53033025400,"Census Tract 254, King County, Washington",3076,142,61166,6616,88.2,4.5,60467,7013,11.1,4.0,10527,9963,15.2,4.0,14137,2823,7.6,3.9,9258,1946,3.9,2.3,4591,4962,10.7,3.2,8916,3107,1608,237,60431,9976,12.2,7.5,N,N,39.9,12.9,N,N,22.9,6.3,N,N,12.1,6.9,N,N,11.1,6.9,N,N,1.8,2.2,N,N,7636,572,25385,2981,46.2,7.7,33665,5428,8.7,4.7,20802,8839,1.0,1.3,11459,7224,22.4,6.6,21306,9385,1.5,1.7,N,N,11.5,6.2,11927,4367,8.6,4.3,12931,8878,20.5,7.0,16475,4708,39.3,6.4,35811,5692,22.8,(X),(X),(X),26.7,(X),(X),(X),17.4,(X),(X),(X)
1400000US53033025500,53033025500,"Census Tract 255, King County, Washington",1995,62,77977,6365,88.0,3.2,75116,6671,22.4,5.6,20638,12283,18.5,3.7,17451,2375,6.0,3.5,9568,2719,0.6,0.7,N,N,10.5,2.5,21143,5926,1181,134,87667,10847,6.2,3.0,82401,52340,28.6,8.0,62615,30227,25.4,6.9,124540,15824,26.9,8.6,78208,14431,9.2,5.3,89517,18279,3.6,2.7,101523,40804,5077,396,31784,2875,57.9,5.4,36493,4589,8.5,2.5,21826,4865,0.6,0.6,23448,13358,20.7,3.6,29600,8404,0.0,0.6,-,**,11.0,5.0,18751,4381,1.3,1.0,35510,13156,27.7,5.9,17079,2682,42.7,5.1,44457,5758,34.5,(X),(X),(X),34.9,(X),(X),(X),25.5,(X),(X),(X)
1400000US53033025601,53033025601,"Census Tract 256.01, King County, Washington",2007,59,78753,7554,81.2,4.6,83528,8496,19.9,5.3,11031,10091,26.0,5.1,18759,2191,3.8,2.7,9579,2529,3.8,3.0,1301,980,16.9,3.6,17194,4925,1251,128,92013,10680,8.6,5.0,N,N,34.9,8.4,N,N,34.2,7.7,N,N,9.0,4.1,N,N,12.8,5.5,N,N,0.6,1.0,N,N,5284,346,30517,2907,42.1,5.3,32908,3263,5.2,1.8,33055,13182,0.0,0.6,-,**,29.3,5.0,30175,6452,3.1,4.6,43064,8399,13.8,6.5,22448,7635,6.5,2.6,25666,9892,18.9,7.6,19558,5333,37.1,5.0,34480,3756,18.8,(X),(X),(X),11.4,(X),(X),(X),13.0,(X),(X),(X)
1400000US53033025602,53033025602,"Census Tract 256.02, King County, Washington",2044,97,112691,8394,87.9,3.5,110076,9354,34.1,6.6,10067,4464,24.3,4.1,22034,2390,3.1,2.5,8958,3936,1.5,1.3,14230,15066,22.9,5.6,23365,6349,1594,113,118714,9781,10.5,4.1,N,N,19.6,6.2,N,N,50.3,6.6,N,N,4.8,2.9,N,N,11.4,4.1,N,N,3.4,4.5,N,N,6130,302,37914,3024,63.5,4.4,41424,3366,1.0,2.0,38607,40303,0.2,0.3,N,N,27.9,2.6,35273,7654,0.0,0.5,-,**,2.3,1.7,21633,6771,5.1,2.7,14192,8520,7.6,3.6,23095,9505,59.9,5.3,41877,3479,20.2,(X),(X),(X),18.6,(X),(X),(X),14.3,(X),(X),(X)
1400000US53033025701,53033025701,"Census Tract 257.01, King County, Washington",2755,151,58426,5084,82.8,4.9,59840,5042,15.2,5.6,2113,1693,19.7,4.2,17052,3032,5.0,2.8,7558,1936,2.0,1.6,2502,1846,18.0,4.7,20777,9018,1321,197,72047,7670,6.4,3.7,N,N,35.2,11.3,N,N,45.3,11.1,N,N,10.0,6.8,N,N,1.4,1.6,N,N,1.8,2.3,N,N,5640,373,29120,2328,54.3,5.9,31370,3412,16.6,5.2,24506,5697,1.0,1.1,33723,17211,15.2,5.3,32259,9797,0.7,1.1,N,N,3.4,3.5,23214,8275,8.8,3.4,20977,11831,8.7,3.7,18811,7363,50.6,5.7,32741,3457,16.1,(X),(X),(X),24.9,(X),(X),(X),13.3,(X),(X),(X)
1400000US53033025702,53033025702,"Census Tract 257.02, King County, Washington",1244,62,102781,13780,83.0,4.4,103504,16251,33.9,7.3,10977,7021,20.7,4.4,23490,3313,3.5,3.2,10561,3975,3.3,3.0,2841,2376,18.8,4.6,29695,7056,910,78,110209,15631,9.9,3.3,N,N,36.8,10.6,N,N,31.8,8.3,N,N,4.5,3.9,N,N,15.5,7.0,N,N,1.5,1.7,N,N,3535,194,37267,4922,56.6,6.9,43272,5534,8.3,5.1,50719,41366,0.0,0.9,-,**,26.2,4.6,24933,6996,0.0,0.1,N,N,2.0,2.0,21754,12009,6.9,3.9,23348,15406,3.6,2.3,27584,17245,55.4,6.8,43076,5582,24.0,(X),(X),(X),26.4,(X),(X),(X),20.0,(X),(X),(X)
1400000US53033025803,53033025803,"Census Tract 258.03, King County, Washington",1786,77,62685,4507,82.6,4.6,63307,5402,13.7,4.5,5226,3630,24.5,4.9,18475,1745,6.6,3.6,8962,2372,2.1,1.8,1295,544,19.2,4.3,17381,3153,1027,122,67115,5879,7.0,4.1,40206,18682,21.2,6.4,52613,11328,47.9,9.3,73584,9103,5.6,3.6,78472,39286,9.7,5.5,82972,11667,8.6,4.9,63516,19536,4884,426,23552,2469,57.1,7.8,25751,4329,10.4,4.3,22247,8360,0.5,0.4,N,N,11.0,2.8,26168,7223,1.2,1.2,26957,10050,12.7,6.2,15855,3773,6.9,3.7,18431,9214,28.6,6.7,12321,2717,42.0,6.0,31694,4791,26.1,(X),(X),(X),29.1,(X),(X),(X),19.1,(X),(X),(X)
1400000US53033025804,53033025804,"Census Tract 258.04, King County, Washington",1167,85,84254,9357,80.9,5.0,84143,10300,26.3,6.9,2594,1802,34.5,6.8,24036,2896,2.5,2.3,8262,4275,2.9,2.5,4256,2260,21.8,6.7,27625,7909,940,102,90077,10974,12.4,4.8,52260,16918,28.0,8.7,84870,20274,31.4,8.2,86125,15012,7.8,4.2,79527,30553,18.5,8.4,132528,36995,1.9,1.9,109161,14342,3888,378,26453,3059,52.5,8.8,29695,4389,10.3,6.3,18592,7567,0.0,0.8,-,**,17.4,5.5,34161,8234,0.3,0.6,N,N,10.4,5.7,11710,4194,9.1,4.5,18808,7769,17.1,6.8,13728,3470,45.5,6.1,31762,3979,20.7,(X),(X),(X),21.7,(X),(X),(X),16.4,(X),(X),(X)
1400000US53033025805,53033025805,"Census Tract 258.05, King County, Washington",1895,96,71529,9627,88.9,3.4,67111,5849,17.3,4.2,29585,34305,18.4,4.2,14170,2620,4.8,2.8,8368,3675,2.2,2.4,N,N,10.4,3.1,27058,9969,1222,121,77800,14572,8.7,5.2,43249,29019,33.9,10.3,79833,38433,30.5,10.0,75051,14433,15.1,8.1,79438,24099,6.8,4.0,133752,29585,5.0,3.9,59767,17155,4878,295,28551,4107,45.4,6.3,36919,9199,9.7,2.8,30475,8740,1.0,0.9,18613,13794,24.7,6.4,22749,4640,2.5,3.5,8913,15316,6.7,3.1,15261,5037,10.0,4.8,17866,4265,16.4,4.0,12959,4126,39.4,6.1,41216,9335,23.7,(X),(X),(X),20.4,(X),(X),(X),16.4,(X),(X),(X)
1400000US53033025806,53033025806,"Census Tract 258.06, King County, Washington",1728,76,89684,9604,85.0,4.9,92697,9259,23.0,4.5,8315,3898,20.5,3.2,15730,2334,4.4,2.2,10689,2466,2.7,2.2,1778,543,15.2,3.8,21872,6207,1286,112,95406,10418,11.4,4.7,26875,10226,33.7,6.9,82168,15718,34.1,7.1,126928,19353,11.0,5.3,90559,21548,8.2,4.3,102681,25756,1.6,1.3,183405,40013,4993,332,32163,3230,34.2,4.9,43397,6775,16.7,4.2,26526,6220,0.8,0.8,33460,26013,34.6,6.4,30300,4474,5.5,4.8,17278,7292,0.2,0.3,N,N,8.0,2.7,14087,7630,2.4,1.5,33505,22751,32.3,5.1,44259,6906,23.8,(X),(X),(X),24.1,(X),(X),(X),20.8,(X),(X),(X)
